City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
477,Bubaque,GW,11.2833,-15.8333,78.76,65,9,9.57,clear sky
478,Muisne,EC,0.6,-80.0333,78.85,86,97,8.7,light rain
479,Shalya,RU,57.2471,58.7298,47.77,50,68,8.34,broken clouds
480,Krasnyy Chikoy,RU,50.3643,108.7512,55.08,62,70,14.05,broken clouds
481,Lompoc,US,34.6391,-120.4579,56.93,84,100,8.99,mist
482,New Boston,US,42.9762,-71.694,51.06,89,100,1.99,overcast clouds
483,Lakes Entrance,AU,-37.8811,147.981,50.16,69,23,4.97,few clouds
484,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,85.82,64,81,2.95,broken clouds
485,Komsomolskiy,UZ,40.4272,71.7189,77.72,33,100,4.61,overcast clouds
486,Yatou,CN,37.15,122.3833,55.49,84,0,15.1,clear sky
487,Saryg-Sep,RU,51.5,95.6,53.28,61,100,3.09,overcast clouds
488,Wanning,CN,18.8003,110.3967,68.97,87,89,10.38,overcast clouds
489,Krutinka,RU,56.0055,71.5113,42.62,58,41,6.55,scattered clouds
490,Lithgow,AU,-33.4833,150.15,45.3,90,0,3.04,clear sky
491,Cockburn Town,TC,21.4612,-71.1419,80.56,74,40,11.5,scattered clouds
492,Krasnoborsk,RU,61.5598,45.934,42.46,83,100,8.99,overcast clouds
493,Baghdad,IQ,33.3406,44.4009,91.31,15,0,5.75,clear sky
494,Cherdyn,RU,60.403,56.4787,43.16,78,98,8.95,overcast clouds
495,Talnakh,RU,69.4865,88.3972,16.21,95,100,2.53,light snow
496,Fairbanks,US,64.8378,-147.7164,36.61,71,0,6.91,clear sky
497,Kulhudhuffushi,MV,6.6221,73.07,85.78,69,49,14.2,scattered clouds
498,Fereydun Kenar,IR,36.6864,52.5225,62.69,76,100,5.53,overcast clouds
499,Hualmay,PE,-11.0964,-77.6139,69.01,75,70,7.63,broken clouds
500,Yerbogachen,RU,61.2767,108.0108,31.32,97,100,11.95,light snow
501,Itarema,BR,-2.9248,-39.9167,85.77,69,81,14.03,broken clouds
502,Kinshasa,CD,-4.3246,15.3215,84.16,69,97,2.64,light rain
503,Pokhara,NP,28.2333,83.9833,73.18,62,67,3.33,broken clouds
504,Kondinskoye,RU,59.6481,67.41,41.56,46,55,6.71,broken clouds
505,Srednekolymsk,RU,67.45,153.6833,30.47,99,100,5.77,overcast clouds
506,Flin Flon,CA,54.7682,-101.865,28.24,93,100,6.91,snow
507,Buchanan,LR,5.8808,-10.0467,84.25,69,59,8.46,broken clouds
508,Sur,OM,22.5667,59.5289,86.77,45,0,1.12,clear sky
509,Mwanza,TZ,-2.5167,32.9,73.62,77,61,5.88,light rain
510,Mnogovershinnyy,RU,53.9353,139.9242,27.01,96,100,3.8,overcast clouds
511,Mahibadhoo,MV,3.7833,72.9667,82.4,78,100,19.57,heavy intensity rain
512,Cascais,PT,38.6979,-9.4215,74.52,54,40,18.41,scattered clouds
513,Eichenzell,DE,50.4934,9.6961,67.1,63,71,8.3,broken clouds
514,Sahuaripa,MX,29.05,-109.2333,76.44,21,92,3.24,overcast clouds
515,Ouidah,BJ,6.3631,2.0851,85.73,67,29,11.03,scattered clouds
516,Great Bend,US,38.3645,-98.7648,45.03,79,100,12.66,overcast clouds
517,Makakilo City,US,21.3469,-158.0858,73.72,77,100,6.91,light rain
518,Nizhniy Kuranakh,RU,58.8353,125.4869,18.61,94,100,3.74,overcast clouds
519,Magnor,SE,59.9511,12.1996,51.53,26,98,3.2,overcast clouds
520,Moose Factory,CA,51.2585,-80.6094,37.38,87,100,14.97,overcast clouds
521,Muroto,JP,33.2833,134.15,61.02,65,0,7.14,clear sky
522,Miri,MY,4.4148,114.0089,79.99,83,87,5.41,overcast clouds
523,Anito,PH,12.4497,125.2886,77.94,88,100,6.33,overcast clouds
524,Isangel,VU,-19.55,169.2667,77.41,88,0,3.36,clear sky
525,Humboldt,US,40.6665,-123.9178,40.12,69,10,2.46,clear sky
526,Hami,CN,42.8,93.45,76.33,12,29,2.68,scattered clouds
527,Mildura,AU,-34.2,142.15,53.56,82,0,5.75,clear sky
528,La Rioja,ES,42.25,-2.5,51.58,84,99,5.03,overcast clouds
529,Saryagash,KZ,41.4511,69.1701,69.24,78,99,8.48,overcast clouds
530,Phangnga,TH,8.4509,98.5298,78.84,96,100,3.76,moderate rain
531,Merauke,ID,-8.4667,140.3333,78.37,84,91,12.64,overcast clouds
532,Oytal,KZ,42.9057,73.2697,62.51,93,100,3.09,heavy intensity rain
533,Lincoln,US,40.8,-96.667,45.28,85,100,13.8,overcast clouds
534,Haifa,IL,32.8156,34.9892,81.54,28,68,9.22,broken clouds
535,Laguna,US,38.421,-121.4238,60.15,41,0,20.71,clear sky
536,Goure,NE,13.9835,10.2704,109.02,7,94,1.48,overcast clouds
537,Kasongo-Lunda,CD,-6.4667,16.8167,76.5,82,95,1.43,light rain
538,Kita,ML,13.0349,-9.4895,97.2,30,38,6.06,scattered clouds
539,Alexandria,EG,31.2156,29.9553,68.31,79,1,17.92,clear sky
540,Vostok,RU,46.4856,135.8833,36.81,98,100,4.07,light rain
541,Skaerbaek,DK,55.1573,8.769,62.87,64,91,12.08,overcast clouds
542,Ewo,CG,-0.8725,14.8206,87.4,55,89,5.3,overcast clouds
543,Mtwango,TZ,-9.0167,34.8,59.34,84,94,8.37,overcast clouds
544,Padilla,CO,3.2204,-76.3139,80.17,68,51,2.75,broken clouds
545,Hovd,MN,48.0056,91.6419,60.31,50,100,12.46,light rain
546,Karlovac,HR,45.4872,15.5478,73.33,52,98,4.16,overcast clouds
547,Belmonte,BR,-15.8631,-38.8828,82.31,58,1,5.35,clear sky
548,Zirgan,RU,53.2222,55.9185,51.22,48,37,5.59,scattered clouds
549,Agadir,MA,30.4202,-9.5982,77.45,45,0,30.56,clear sky
550,Morondava,MG,-20.2833,44.2833,79.79,62,0,9.64,clear sky
551,Pitelino,RU,54.5777,41.8145,55.18,73,100,18.66,overcast clouds
552,Kibiti,TZ,-7.7218,38.9375,75.45,82,49,3.83,scattered clouds
553,Matadi,CD,-5.8167,13.45,87.33,69,58,4.16,light rain
554,Shedok,RU,44.2179,40.8487,54.41,77,96,6.64,overcast clouds
555,Vanimo,PG,-2.6741,141.3028,78.98,87,100,2.13,overcast clouds
556,Cap Malheureux,MU,-19.9842,57.6142,76.46,77,15,3.0,few clouds
557,Tashtyp,RU,52.7939,89.8983,47.79,63,63,6.89,broken clouds
558,Tomball,US,30.0972,-95.6161,81.82,78,75,5.75,broken clouds
559,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,64,75,17.27,broken clouds
560,Mulchen,CL,-37.7167,-72.2333,57.06,48,31,8.63,scattered clouds
561,Scarborough,GB,54.2797,-0.4044,54.97,78,100,3.0,overcast clouds
562,Brokopondo,SR,4.75,-55.1667,74.64,95,100,1.34,overcast clouds
563,Battle Creek,US,42.3212,-85.1797,50.97,81,100,9.22,heavy intensity rain
564,Goderich,CA,43.7501,-81.7165,53.92,71,100,11.5,overcast clouds
565,Tondano,ID,1.3038,124.9112,71.69,95,100,1.01,overcast clouds
566,Iskateley,RU,67.6803,53.1512,32.5,100,100,7.9,snow
567,Namatanai,PG,-3.6667,152.4333,80.01,82,89,4.99,overcast clouds
568,Gisborne,NZ,-38.6533,178.0042,52.74,89,71,5.03,broken clouds
569,Utmanzai,PK,34.188,71.7629,84.81,27,33,1.48,scattered clouds
570,Winnemucca,US,40.973,-117.7357,35.65,75,100,9.22,overcast clouds
571,Yar-Sale,RU,66.8333,70.8333,32.76,98,100,15.79,snow
572,Linjiang,CN,41.8069,126.9078,46.81,78,60,4.03,broken clouds
573,Morococha,PE,-11.5997,-76.1411,42.31,71,71,5.14,broken clouds
574,Darab,IR,28.7519,54.5444,80.02,9,0,6.02,clear sky
575,Uray,RU,60.1247,64.7758,44.11,49,51,7.27,broken clouds
576,Kyshtovka,RU,56.555,76.6271,42.85,58,69,7.09,broken clouds
577,Husavik,IS,66.0449,-17.3389,34.77,97,100,15.86,snow
578,Iranshahr,IR,27.2025,60.6848,93.54,15,0,4.61,haze
579,Kurush,RU,41.2841,47.8345,35.8,92,95,4.99,overcast clouds
580,Taltal,CL,-25.4,-70.4833,68.04,59,6,7.99,clear sky
581,Abu Zabad,SD,12.35,29.25,96.01,28,96,13.56,overcast clouds
582,Lake Cowichan,CA,48.825,-124.0546,49.73,90,100,3.09,overcast clouds
583,Verkhnevilyuysk,RU,63.4453,120.3167,28.17,86,100,8.79,overcast clouds
584,Sarangani,PH,5.4033,125.4636,81.05,80,100,3.89,overcast clouds
585,Mathathane,BW,-22.2687,28.7495,75.67,33,0,8.97,clear sky
586,Placido De Castro,BR,-10.3353,-67.1856,86.29,61,100,4.21,overcast clouds
587,Marquette,US,46.5333,-87.6335,40.77,78,100,9.31,overcast clouds
588,Acarau,BR,-2.8856,-40.12,85.35,71,69,13.11,broken clouds
589,Constitucion,CL,-35.3333,-72.4167,61.23,45,1,7.38,clear sky
590,Okha,RU,53.5739,142.9478,30.87,93,100,7.34,overcast clouds
591,Breyten,ZA,-26.3018,29.987,60.67,43,3,2.95,clear sky
592,Paamiut,GL,61.994,-49.6678,33.39,72,100,5.14,overcast clouds
593,Anloga,GH,5.7947,0.8973,85.05,70,44,10.98,scattered clouds
594,Abha,SA,18.2164,42.5053,70.05,46,40,8.05,light rain
595,Yarkovo,RU,57.4028,67.0786,44.33,49,51,1.57,broken clouds
596,Fonte Boa,BR,-2.4959,-66.2662,79.03,83,90,3.98,overcast clouds
597,Asfi,MA,32.2994,-9.2372,64.18,67,4,17.92,clear sky
598,Ketchikan,US,55.3422,-131.6461,44.58,87,100,13.8,moderate rain
599,Madimba,TZ,-10.4,40.3333,78.24,80,20,10.87,few clouds
600,Riyadh,SA,24.6877,46.7219,95.14,9,2,9.44,clear sky
601,Aksu,CN,41.1231,80.2644,77.83,12,80,6.15,broken clouds
602,Smithers,CA,54.7804,-127.1743,41.02,85,98,4.45,overcast clouds
603,Old Town,CZ,50.087,14.4202,68.76,44,0,11.5,clear sky
604,Roald,NO,62.5833,6.1333,46.09,56,75,5.75,broken clouds
605,Kuala Terengganu,MY,5.3302,103.1408,80.55,89,20,2.3,few clouds
606,Beira,MZ,-19.8436,34.8389,77.09,73,40,8.05,scattered clouds
607,Sosnovo-Ozerskoye,RU,52.5249,111.5418,50.04,62,93,14.34,overcast clouds
608,Tutayev,RU,57.8853,39.5406,44.01,85,100,8.9,light rain
609,Hukuntsi,BW,-24.0,21.75,74.46,26,0,7.47,clear sky
610,Orlik,RU,52.5178,99.825,37.99,70,81,3.18,broken clouds
611,Bandarban,BD,22.1965,92.2262,76.71,88,99,3.74,overcast clouds
612,Romodanovo,RU,54.4275,45.3296,55.31,63,99,17.72,overcast clouds
613,Siuna,NI,13.7332,-84.7773,82.0,76,35,3.06,scattered clouds
614,Verkhnyaya Sysert,RU,56.4372,60.75,53.4,50,75,4.47,broken clouds
615,Talara,PE,-4.5772,-81.2719,77.76,61,0,16.11,clear sky
616,Camabatela,AO,-8.1881,15.375,74.28,59,81,6.29,broken clouds
617,Kuah,MY,6.3265,99.8432,82.38,89,20,2.3,very heavy rain
618,Bac Lieu,VN,9.285,105.7244,83.43,76,99,8.32,overcast clouds
619,Teya,RU,60.3778,92.6267,27.19,91,66,4.7,broken clouds
620,Tigre,AR,-34.426,-58.5796,60.28,54,0,6.91,clear sky
621,Ha Tinh,VN,18.3333,105.9,70.5,65,98,1.01,overcast clouds
622,Onguday,RU,50.75,86.15,48.09,74,100,3.53,overcast clouds
623,Sambhal,IN,28.5833,78.55,94.69,21,0,4.12,clear sky
624,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.55,81,78,9.35,broken clouds
625,Walvis Bay,NA,-22.9575,14.5053,88.75,27,0,17.27,clear sky
626,Quatre Cocos,MU,-20.2078,57.7625,77.11,82,30,13.67,scattered clouds
627,Shimoda,JP,34.6667,138.95,57.4,69,0,3.96,clear sky
628,Kurchum,KZ,48.5722,83.6542,53.62,48,94,8.34,overcast clouds
629,Varna,BG,43.2167,27.9167,55.24,89,75,6.91,light intensity shower rain
630,Almaznyy,RU,48.0448,40.045,56.43,41,13,5.68,few clouds
631,Gushikawa,JP,26.3544,127.8686,70.83,76,0,5.75,clear sky
632,Katherine,AU,-14.4667,132.2667,80.92,47,0,8.05,clear sky
633,Bitung,ID,1.4451,125.1824,79.65,84,100,3.85,overcast clouds
634,Pauini,BR,-7.7136,-66.9764,84.47,65,100,3.47,overcast clouds
635,Santa Rosa,PH,14.3122,121.1114,84.18,72,98,7.85,overcast clouds
636,Teknaf,BD,20.8624,92.3058,80.98,84,4,1.57,clear sky
637,Popondetta,PG,-8.7537,148.2534,75.09,92,71,2.51,broken clouds
638,Ovsyanka,RU,55.9575,92.5519,40.23,90,41,4.81,scattered clouds
639,Ipameri,BR,-17.7219,-48.1597,86.02,29,26,6.87,scattered clouds
640,Pokosnoye,RU,55.5258,101.0536,39.38,60,3,6.49,clear sky
641,Kapustin Yar,RU,48.5831,45.7372,58.95,31,5,5.86,clear sky
642,Kibaya,TZ,-5.3,36.5667,66.97,63,74,9.62,broken clouds
643,Vardo,NO,70.3705,31.1107,26.58,86,75,4.61,light snow
644,Tivaouane,SN,14.9515,-16.8129,80.94,24,77,11.39,broken clouds
645,Pillaro,EC,-1.1667,-78.5333,59.58,63,40,6.24,scattered clouds
646,Haverfordwest,GB,51.8017,-4.9691,61.05,69,100,4.0,overcast clouds
647,Ascension,US,30.2169,-90.9001,82.99,75,75,4.61,broken clouds
648,Coos Bay,US,43.3665,-124.2179,48.99,95,100,4.61,overcast clouds
649,Yangshe,CN,31.8899,120.6052,64.99,65,25,9.26,scattered clouds
650,Wilmington,US,34.2257,-77.9447,84.97,62,0,11.5,clear sky
651,Salinopolis,BR,-0.6136,-47.3561,79.83,87,95,5.37,moderate rain
652,Cuiluan,CN,47.72,128.648,38.17,88,66,2.93,broken clouds
653,Burshtyn,UA,49.2587,24.6278,61.11,61,63,7.63,broken clouds
654,Richards Bay,ZA,-28.783,32.0377,71.22,74,0,10.56,clear sky
655,Tooele,US,40.5308,-112.2983,39.97,81,40,8.05,scattered clouds
656,Port Augusta,AU,-32.5,137.7667,60.75,62,0,4.61,clear sky
657,Saint-Pierre,RE,-21.3393,55.4781,76.68,76,40,10.36,scattered clouds
658,Half Moon Bay,US,37.4636,-122.4286,60.04,60,0,18.41,haze
659,Del Rio,US,29.3627,-100.8968,78.24,78,100,14.97,overcast clouds
660,Harnosand,SE,62.6323,17.9379,42.82,41,100,15.21,overcast clouds
661,Maltahohe,NA,-24.8333,16.9833,78.98,19,10,9.64,clear sky
662,Tucupita,VE,9.0622,-62.051,87.89,55,53,6.35,broken clouds
663,Liwale,TZ,-9.7667,37.9333,71.04,78,67,5.64,broken clouds
664,Benjamin Hill,MX,30.1667,-111.1,70.88,24,100,18.03,overcast clouds
665,Bimbo,CF,4.2567,18.4158,94.1,35,100,6.44,overcast clouds
666,Yumaguzino,RU,52.9041,56.3933,50.74,47,37,4.43,scattered clouds
667,Coxim,BR,-18.5067,-54.76,89.78,37,28,10.56,scattered clouds
668,Zhaotong,CN,27.3167,103.7167,52.11,61,88,0.51,overcast clouds
669,Miracema Do Tocantins,BR,-9.5618,-48.3967,90.43,46,52,4.99,broken clouds
670,Rodrigues Alves,BR,-7.738,-72.6509,82.6,64,92,3.85,overcast clouds
671,Deputatskiy,RU,69.3,139.9,20.37,99,100,2.26,overcast clouds
672,Tando Adam,PK,25.7637,68.661,92.66,25,0,17.22,clear sky
673,Fort Nelson,CA,58.8053,-122.7002,42.39,75,75,2.3,broken clouds
674,Osoyoos,CA,49.0331,-119.4524,57.61,51,13,2.3,few clouds
675,Mocuba,MZ,-16.8392,36.9856,68.68,95,31,4.12,light rain
676,Khilok,RU,51.3674,110.4676,49.96,83,99,11.12,overcast clouds
677,Tianpeng,CN,30.9866,103.9393,64.87,54,100,2.93,overcast clouds
678,Aden,YE,12.7794,45.0367,86.4,71,10,5.97,clear sky
679,Trairi,BR,-3.2778,-39.2689,83.21,83,97,11.48,overcast clouds
680,Kadyy,RU,57.787,43.1903,53.56,58,100,10.76,overcast clouds
681,Linqiong,CN,30.4159,103.4609,66.02,54,99,3.51,overcast clouds
682,Zeya,RU,53.75,127.2667,31.86,90,76,3.69,broken clouds
683,Tandil,AR,-37.3217,-59.1332,56.68,54,0,8.28,clear sky
684,Lakatoro,VU,-16.0999,167.4164,78.93,83,12,4.23,few clouds
685,Flinders,AU,-34.5833,150.8552,62.38,83,0,3.0,clear sky
686,Ljig,RS,44.2301,20.2382,66.09,46,99,7.18,overcast clouds
687,Imeni Poliny Osipenko,RU,52.4201,136.4853,31.44,96,73,9.53,broken clouds
688,Dindori,IN,22.95,81.0833,90.23,19,36,5.79,scattered clouds
689,Trojan,PL,53.7897,20.2404,50.11,81,98,7.25,overcast clouds
690,Wasilla,US,61.5814,-149.4394,42.22,64,100,5.75,overcast clouds
691,Camacha,PT,33.0833,-16.3333,63.82,68,40,19.57,scattered clouds
692,Bettiah,IN,26.8,84.5,91.08,38,55,6.76,broken clouds
693,Mogadishu,SO,2.0371,45.3438,83.55,75,96,18.9,overcast clouds
694,Bogorodskoye,RU,56.55,37.8833,52.74,57,100,11.39,overcast clouds
695,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,100,75,4.47,broken clouds
696,Whitecourt,CA,54.1502,-115.6855,40.24,93,100,5.75,overcast clouds
697,Ossora,RU,59.2353,163.0719,21.13,98,77,5.08,broken clouds
698,Tecoanapa,MX,16.5167,-98.75,85.55,49,100,5.46,overcast clouds
699,Khalkhal,IR,37.6189,48.5258,53.56,73,100,2.37,light rain
700,Ostersund,SE,63.1792,14.6357,37.85,56,20,18.41,few clouds
701,Prado,BR,-17.3411,-39.2208,82.54,59,2,8.23,clear sky
702,Nyrob,RU,60.733,56.7202,43.57,77,100,9.82,overcast clouds
703,Kajaani,FI,64.2273,27.7285,35.65,51,75,16.11,broken clouds
704,Kidal,ML,18.4411,1.4078,97.12,6,100,13.15,overcast clouds
705,Erdenet,MN,49.0333,104.0833,59.2,27,100,5.01,overcast clouds
706,Verdun,FR,49.25,5.3333,63.81,66,21,9.01,few clouds
707,Matara,LK,5.9485,80.5353,80.74,87,12,7.76,few clouds
708,El Vigia,VE,8.6219,-71.6506,89.98,48,33,4.94,scattered clouds
709,Boca Do Acre,BR,-8.7522,-67.3978,83.82,68,100,3.8,overcast clouds
710,Qui Nhon,VN,13.7667,109.2333,77.22,77,97,18.52,overcast clouds
711,Marsa Matruh,EG,31.3525,27.2453,66.65,79,0,19.26,clear sky
